trial_id,observer_id,observer_cohort,evaluation_dimension,artwork_id,left_method,right_method,selected_position,winner_method,loser_method
T003822,N08,Student,Visual Harmony,IMG20260430103435,M4,M1,Right,M1,M4
T003823,N08,Student,Style Authenticity,IMG20260430103113,M1,Reinhard,Right,Reinhard,M1
T003824,N08,Student,Style Authenticity,IMG20260430103113,M4,Reinhard,Left,M4,Reinhard
T003825,N08,Student,Visual Harmony,IMG20260430103043,DDColor,Reinhard,Left,DDColor,Reinhard
T003826,N08,Student,Visual Harmony,IMG20260430104410,M0,M1,Left,M0,M1
T003827,N08,Student,Style Authenticity,IMG20260430104348,Reinhard,M4,Right,M4,Reinhard
T003828,N08,Student,Visual Harmony,IMG20260430103043,M0,DDColor,Right,DDColor,M0
T003829,N08,Student,Style Authenticity,IMG20260430102902,Reinhard,M1,Right,M1,Reinhard
T003830,N08,Student,Visual Harmony,IMG20260430104352,Reinhard,M0,Right,M0,Reinhard
T003831,N08,Student,Visual Harmony,IMG20260430103656,Reinhard,DDColor,Right,DDColor,Reinhard
T003832,N08,Student,Style Authenticity,IMG20260430110350,DDColor,Reinhard,Right,Reinhard,DDColor
T003833,N08,Student,Visual Harmony,IMG20260430103113,Reinhard,M1,Right,M1,Reinhard
T003834,N08,Student,Visual Harmony,IMG20260430103435,Reinhard,M1,Left,Reinhard,M1
T003835,N08,Student,Visual Harmony,IMG20260430103435,M4,Reinhard,Right,Reinhard,M4
T003836,N08,Student,Visual Harmony,IMG20260430104113,M0,Reinhard,Right,Reinhard,M0
T003837,N08,Student,Style Authenticity,IMG20260430110350,DDColor,M0,Right,M0,DDColor
T003838,N08,Student,Style Authenticity,IMG20260430104113,M1,M0,Right,M0,M1
T003839,N08,Student,Style Authenticity,IMG20260430104352,M4,M0,Left,M4,M0
T003840,N08,Student,Style Authenticity,IMG20260430104352,DDColor,M0,Left,DDColor,M0
T003841,N09,Student,Visual Harmony,IMG20260430104352,M0,Reinhard,Left,M0,Reinhard
T003842,N09,Student,Style Authenticity,IMG20260430103656,M4,DDColor,Left,M4,DDColor
T003843,N09,Student,Visual Harmony,IMG20260430104410,M4,DDColor,Left,M4,DDColor
T003844,N09,Student,Visual Harmony,IMG20260430103755,M0,DDColor,Left,M0,DDColor
T003845,N09,Student,Visual Harmony,IMG20260430102902,M4,DDColor,Left,M4,DDColor
T003846,N09,Student,Visual Harmony,IMG20260430103755,M1,DDColor,Right,DDColor,M1
T003847,N09,Student,Style Authenticity,IMG20260430104113,Reinhard,M0,Left,Reinhard,M0
T003848,N09,Student,Style Authenticity,IMG20260430103656,M0,DDColor,Right,DDColor,M0
T003849,N09,Student,Style Authenticity,IMG20260430102920,M1,DDColor,Left,M1,DDColor
T003850,N09,Student,Visual Harmony,IMG20260430104352,Reinhard,M1,Right,M1,Reinhard
T003851,N09,Student,Style Authenticity,IMG20260430110350,M4,DDColor,Left,M4,DDColor
T003852,N09,Student,Visual Harmony,IMG20260430104348,M0,Reinhard,Left,M0,Reinhard
T003853,N09,Student,Style Authenticity,IMG20260430102902,DDColor,M1,Right,M1,DDColor
T003854,N09,Student,Visual Harmony,IMG20260430102902,Reinhard,DDColor,Right,DDColor,Reinhard
T003855,N09,Student,Visual Harmony,IMG20260430103656,M4,Reinhard,Left,M4,Reinhard
T003856,N09,Student,Visual Harmony,IMG20260430110350,M0,DDColor,Left,M0,DDColor
T003857,N09,Student,Visual Harmony,IMG20260430103435,M0,M1,Right,M1,M0
T003858,N09,Student,Style Authenticity,IMG20260430102902,M4,M0,Left,M4,M0
T003859,N09,Student,Style Authenticity,IMG20260430103113,M0,M1,Left,M0,M1
T003860,N09,Student,Style Authenticity,IMG20260430103043,M4,M0,Left,M4,M0
T003861,N09,Student,Visual Harmony,IMG20260430103755,M4,M0,Right,M0,M4
T003862,N09,Student,Style Authenticity,IMG20260430102902,Reinhard,M4,Right,M4,Reinhard
T003863,N09,Student,Visual Harmony,IMG20260430104352,M0,M4,Right,M4,M0
T003864,N09,Student,Style Authenticity,IMG20260430103043,M0,Reinhard,Right,Reinhard,M0
T003865,N09,Student,Style Authenticity,IMG20260430102920,M1,M0,Left,M1,M0
T003866,N09,Student,Style Authenticity,IMG20260430110350,M0,DDColor,Left,M0,DDColor
T003867,N09,Student,Style Authenticity,IMG20260430103435,M4,DDColor,Left,M4,DDColor
T003868,N09,Student,Visual Harmony,IMG20260430102920,M4,M1,Right,M1,M4
T003869,N09,Student,Visual Harmony,IMG20260430104410,M1,DDColor,Right,DDColor,M1
T003870,N09,Student,Style Authenticity,IMG20260430102920,DDColor,M4,Right,M4,DDColor
T003871,N09,Student,Visual Harmony,IMG20260430103435,M4,M0,Right,M0,M4
T003872,N09,Student,Style Authenticity,IMG20260430103755,DDColor,M0,Right,M0,DDColor
T003873,N09,Student,Style Authenticity,IMG20260430102920,M0,M4,Right,M4,M0
T003874,N09,Student,Visual Harmony,IMG20260430104410,M0,DDColor,Left,M0,DDColor
T003875,N09,Student,Visual Harmony,IMG20260430103113,M4,M1,Left,M4,M1
T003876,N09,Student,Visual Harmony,IMG20260430104410,M4,Reinhard,Left,M4,Reinhard
T003877,N09,Student,Style Authenticity,IMG20260430110350,M0,Reinhard,Left,M0,Reinhard
T003878,N09,Student,Visual Harmony,IMG20260430103043,DDColor,M0,Left,DDColor,M0
T003879,N09,Student,Style Authenticity,IMG20260430103435,M4,M1,Left,M4,M1
T003880,N09,Student,Visual Harmony,IMG20260430103113,Reinhard,M0,Right,M0,Reinhard
T003881,N09,Student,Style Authenticity,IMG20260430103435,M4,Reinhard,Left,M4,Reinhard
T003882,N09,Student,Visual Harmony,IMG20260430103755,M0,Reinhard,Left,M0,Reinhard
T003883,N09,Student,Visual Harmony,IMG20260430103656,M4,M1,Left,M4,M1
T003884,N09,Student,Style Authenticity,IMG20260430104113,M0,M4,Right,M4,M0
T003885,N09,Student,Visual Harmony,IMG20260430103755,DDColor,M4,Left,DDColor,M4
T003886,N09,Student,Style Authenticity,IMG20260430103043,Reinhard,M1,Left,Reinhard,M1
T003887,N09,Student,Style Authenticity,IMG20260430110350,M4,M1,Right,M1,M4
T003888,N09,Student,Visual Harmony,IMG20260430104348,M4,DDColor,Left,M4,DDColor
T003889,N09,Student,Style Authenticity,IMG20260430103435,Reinhard,DDColor,Right,DDColor,Reinhard
T003890,N09,Student,Visual Harmony,IMG20260430102902,M4,M0,Right,M0,M4
T003891,N09,Student,Style Authenticity,IMG20260430104352,M0,DDColor,Right,DDColor,M0
T003892,N09,Student,Style Authenticity,IMG20260430102902,M1,M0,Left,M1,M0
T003893,N09,Student,Visual Harmony,IMG20260430102920,Reinhard,DDColor,Left,Reinhard,DDColor
T003894,N09,Student,Style Authenticity,IMG20260430104113,M1,M0,Left,M1,M0
T003895,N09,Student,Style Authenticity,IMG20260430103656,Reinhard,M4,Right,M4,Reinhard
T003896,N09,Student,Style Authenticity,IMG20260430102902,M4,DDColor,Right,DDColor,M4
T003897,N09,Student,Style Authenticity,IMG20260430103755,M1,M0,Right,M0,M1
T003898,N09,Student,Style Authenticity,IMG20260430110350,Reinhard,M1,Left,Reinhard,M1
T003899,N09,Student,Visual Harmony,IMG20260430103113,Reinhard,DDColor,Left,Reinhard,DDColor
T003900,N09,Student,Style Authenticity,IMG20260430103755,M4,DDColor,Left,M4,DDColor
T003901,N09,Student,Visual Harmony,IMG20260430104113,Reinhard,M1,Right,M1,Reinhard
T003902,N09,Student,Style Authenticity,IMG20260430104113,M0,DDColor,Left,M0,DDColor
T003903,N09,Student,Style Authenticity,IMG20260430104348,M4,DDColor,Left,M4,DDColor
T003904,N09,Student,Style Authenticity,IMG20260430104352,M0,Reinhard,Left,M0,Reinhard
T003905,N09,Student,Style Authenticity,IMG20260430104113,DDColor,Reinhard,Left,DDColor,Reinhard
T003906,N09,Student,Style Authenticity,IMG20260430104410,M4,DDColor,Left,M4,DDColor
T003907,N09,Student,Visual Harmony,IMG20260430103435,M4,Reinhard,Left,M4,Reinhard
T003908,N09,Student,Visual Harmony,IMG20260430104348,M1,M4,Right,M4,M1
T003909,N09,Student,Style Authenticity,IMG20260430104352,Reinhard,M1,Left,Reinhard,M1
T003910,N09,Student,Visual Harmony,IMG20260430110350,DDColor,M1,Right,M1,DDColor
T003911,N09,Student,Style Authenticity,IMG20260430104348,Reinhard,M0,Left,Reinhard,M0
T003912,N09,Student,Visual Harmony,IMG20260430104352,DDColor,M0,Left,DDColor,M0
T003913,N09,Student,Style Authenticity,IMG20260430104348,Reinhard,DDColor,Left,Reinhard,DDColor
T003914,N09,Student,Visual Harmony,IMG20260430103043,Reinhard,M0,Left,Reinhard,M0
T003915,N09,Student,Visual Harmony,IMG20260430103435,M1,M4,Right,M4,M1
T003916,N09,Student,Style Authenticity,IMG20260430103113,DDColor,M4,Left,DDColor,M4
T003917,N09,Student,Style Authenticity,IMG20260430103435,M0,DDColor,Right,DDColor,M0
T003918,N09,Student,Style Authenticity,IMG20260430102902,Reinhard,DDColor,Left,Reinhard,DDColor
T003919,N09,Student,Visual Harmony,IMG20260430103656,M0,M1,Left,M0,M1
T003920,N09,Student,Style Authenticity,IMG20260430103113,M1,M4,Right,M4,M1
T003921,N09,Student,Visual Harmony,IMG20260430103435,M1,Reinhard,Right,Reinhard,M1
T003922,N09,Student,Style Authenticity,IMG20260430102920,M0,DDColor,Left,M0,DDColor
T003923,N09,Student,Style Authenticity,IMG20260430104113,Reinhard,M4,Right,M4,Reinhard
T003924,N09,Student,Style Authenticity,IMG20260430103043,DDColor,Reinhard,Right,Reinhard,DDColor
T003925,N09,Student,Visual Harmony,IMG20260430102902,Reinhard,M0,Right,M0,Reinhard
T003926,N09,Student,Visual Harmony,IMG20260430103656,M1,Reinhard,Left,M1,Reinhard
T003927,N09,Student,Style Authenticity,IMG20260430104348,DDColor,M1,Right,M1,DDColor
T003928,N09,Student,Visual Harmony,IMG20260430102920,M0,M4,Left,M0,M4
T003929,N09,Student,Visual Harmony,IMG20260430104410,Reinhard,M1,Right,M1,Reinhard
T003930,N09,Student,Style Authenticity,IMG20260430104352,M1,M0,Left,M1,M0
T003931,N09,Student,Visual Harmony,IMG20260430102920,Reinhard,M4,Right,M4,Reinhard
T003932,N09,Student,Visual Harmony,IMG20260430104348,Reinhard,DDColor,Right,DDColor,Reinhard
T003933,N09,Student,Visual Harmony,IMG20260430103656,M4,DDColor,Left,M4,DDColor
T003934,N09,Student,Visual Harmony,IMG20260430103113,DDColor,M1,Right,M1,DDColor
T003935,N09,Student,Style Authenticity,IMG20260430103656,M1,M0,Right,M0,M1
T003936,N09,Student,Style Authenticity,IMG20260430103043,M4,DDColor,Left,M4,DDColor
T003937,N09,Student,Visual Harmony,IMG20260430103113,M1,M0,Left,M1,M0
T003938,N09,Student,Visual Harmony,IMG20260430103656,M4,M0,Right,M0,M4
T003939,N09,Student,Style Authenticity,IMG20260430104113,DDColor,M1,Right,M1,DDColor
T003940,N09,Student,Style Authenticity,IMG20260430102902,Reinhard,M0,Right,M0,Reinhard
T003941,N09,Student,Visual Harmony,IMG20260430104113,Reinhard,M4,Right,M4,Reinhard
T003942,N09,Student,Style Authenticity,IMG20260430103435,M0,M4,Right,M4,M0
T003943,N09,Student,Visual Harmony,IMG20260430103043,M4,DDColor,Left,M4,DDColor
T003944,N09,Student,Style Authenticity,IMG20260430110350,M4,M0,Left,M4,M0
T003945,N09,Student,Style Authenticity,IMG20260430104348,Reinhard,M4,Right,M4,Reinhard
T003946,N09,Student,Style Authenticity,IMG20260430104352,M4,Reinhard,Left,M4,Reinhard
T003947,N09,Student,Visual Harmony,IMG20260430103043,M1,M0,Right,M0,M1
T003948,N09,Student,Visual Harmony,IMG20260430104352,M4,DDColor,Right,DDColor,M4
T003949,N09,Student,Visual Harmony,IMG20260430104113,M0,DDColor,Left,M0,DDColor
T003950,N09,Student,Style Authenticity,IMG20260430104410,Reinhard,M4,Right,M4,Reinhard
T003951,N09,Student,Visual Harmony,IMG20260430104348,M0,M4,Left,M0,M4
T003952,N09,Student,Style Authenticity,IMG20260430103656,M0,Reinhard,Left,M0,Reinhard
T003953,N09,Student,Visual Harmony,IMG20260430103435,Reinhard,DDColor,Right,DDColor,Reinhard
T003954,N09,Student,Style Authenticity,IMG20260430104410,M0,M1,Right,M1,M0
T003955,N09,Student,Visual Harmony,IMG20260430103755,M0,M1,Left,M0,M1
T003956,N09,Student,Visual Harmony,IMG20260430104352,M1,M0,Left,M1,M0
T003957,N09,Student,Style Authenticity,IMG20260430102920,Reinhard,DDColor,Left,Reinhard,DDColor
T003958,N09,Student,Visual Harmony,IMG20260430103656,Reinhard,M0,Right,M0,Reinhard
T003959,N09,Student,Style Authenticity,IMG20260430104348,Reinhard,M1,Right,M1,Reinhard
T003960,N09,Student,Visual Harmony,IMG20260430103435,DDColor,M1,Right,M1,DDColor
T003961,N09,Student,Visual Harmony,IMG20260430110350,Reinhard,M4,Right,M4,Reinhard
T003962,N09,Student,Visual Harmony,IMG20260430102902,M4,Reinhard,Left,M4,Reinhard
T003963,N09,Student,Style Authenticity,IMG20260430103435,M1,M0,Right,M0,M1
T003964,N09,Student,Visual Harmony,IMG20260430104113,M0,M1,Right,M1,M0
T003965,N09,Student,Visual Harmony,IMG20260430102902,M0,DDColor,Left,M0,DDColor
T003966,N09,Student,Style Authenticity,IMG20260430103755,M0,M4,Right,M4,M0
T003967,N09,Student,Visual Harmony,IMG20260430104113,M1,DDColor,Right,DDColor,M1
T003968,N09,Student,Style Authenticity,IMG20260430110350,M1,M0,Right,M0,M1
T003969,N09,Student,Style Authenticity,IMG20260430104410,M4,M1,Left,M4,M1
T003970,N09,Student,Visual Harmony,IMG20260430102920,M1,Reinhard,Left,M1,Reinhard
T003971,N09,Student,Style Authenticity,IMG20260430104348,DDColor,M0,Right,M0,DDColor
T003972,N09,Student,Visual Harmony,IMG20260430102902,Reinhard,M1,Left,Reinhard,M1
T003973,N09,Student,Style Authenticity,IMG20260430103113,DDColor,M0,Right,M0,DDColor
T003974,N09,Student,Style Authenticity,IMG20260430103043,DDColor,M1,Right,M1,DDColor
T003975,N09,Student,Visual Harmony,IMG20260430104113,Reinhard,DDColor,Right,DDColor,Reinhard
T003976,N09,Student,Style Authenticity,IMG20260430104410,M0,M4,Left,M0,M4
T003977,N09,Student,Style Authenticity,IMG20260430103043,M0,DDColor,Left,M0,DDColor
T003978,N09,Student,Visual Harmony,IMG20260430102920,Reinhard,M0,Left,Reinhard,M0
T003979,N09,Student,Visual Harmony,IMG20260430110350,DDColor,Reinhard,Right,Reinhard,DDColor
T003980,N09,Student,Visual Harmony,IMG20260430103113,M4,Reinhard,Left,M4,Reinhard
T003981,N09,Student,Visual Harmony,IMG20260430103755,Reinhard,DDColor,Right,DDColor,Reinhard
T003982,N09,Student,Visual Harmony,IMG20260430103435,DDColor,M4,Right,M4,DDColor
T003983,N09,Student,Visual Harmony,IMG20260430103043,M1,Reinhard,Left,M1,Reinhard
T003984,N09,Student,Visual Harmony,IMG20260430104352,M1,M4,Right,M4,M1
T003985,N09,Student,Style Authenticity,IMG20260430102920,M1,Reinhard,Left,M1,Reinhard
T003986,N09,Student,Style Authenticity,IMG20260430104352,M4,DDColor,Right,DDColor,M4
T003987,N09,Student,Visual Harmony,IMG20260430103113,Reinhard,M1,Right,M1,Reinhard
T003988,N09,Student,Visual Harmony,IMG20260430102902,M4,M1,Left,M4,M1
T003989,N09,Student,Visual Harmony,IMG20260430104113,DDColor,M4,Left,DDColor,M4
T003990,N09,Student,Style Authenticity,IMG20260430103755,M0,Reinhard,Left,M0,Reinhard
T003991,N09,Student,Visual Harmony,IMG20260430103113,M0,M4,Left,M0,M4
T003992,N09,Student,Style Authenticity,IMG20260430103043,M4,M1,Left,M4,M1
T003993,N09,Student,Style Authenticity,IMG20260430104348,M4,M1,Right,M1,M4
T003994,N09,Student,Style Authenticity,IMG20260430103113,Reinhard,DDColor,Left,Reinhard,DDColor
T003995,N09,Student,Visual Harmony,IMG20260430103435,DDColor,M0,Left,DDColor,M0
T003996,N09,Student,Visual Harmony,IMG20260430110350,M0,M1,Left,M0,M1
T003997,N09,Student,Style Authenticity,IMG20260430103656,M4,M1,Left,M4,M1
T003998,N09,Student,Style Authenticity,IMG20260430104352,M4,M1,Left,M4,M1
T003999,N09,Student,Style Authenticity,IMG20260430104348,M0,M1,Left,M0,M1
T004000,N09,Student,Style Authenticity,IMG20260430102902,M1,M4,Right,M4,M1
T004001,N09,Student,Visual Harmony,IMG20260430103755,M4,M1,Left,M4,M1
T004002,N09,Student,Visual Harmony,IMG20260430104410,M0,M4,Right,M4,M0
T004003,N09,Student,Visual Harmony,IMG20260430104352,M1,DDColor,Right,DDColor,M1
T004004,N09,Student,Visual Harmony,IMG20260430104348,M1,DDColor,Left,M1,DDColor
T004005,N09,Student,Style Authenticity,IMG20260430103113,DDColor,M1,Right,M1,DDColor
T004006,N09,Student,Style Authenticity,IMG20260430103113,M4,Reinhard,Left,M4,Reinhard
T004007,N09,Student,Visual Harmony,IMG20260430110350,DDColor,M4,Right,M4,DDColor
T004008,N09,Student,Style Authenticity,IMG20260430103113,Reinhard,M1,Left,Reinhard,M1
T004009,N09,Student,Style Authenticity,IMG20260430104410,DDColor,M1,Right,M1,DDColor
T004010,N09,Student,Style Authenticity,IMG20260430103656,DDColor,Reinhard,Left,DDColor,Reinhard
T004011,N09,Student,Style Authenticity,IMG20260430110350,DDColor,Reinhard,Right,Reinhard,DDColor
T004012,N09,Student,Visual Harmony,IMG20260430104352,DDColor,Reinhard,Right,Reinhard,DDColor
T004013,N09,Student,Visual Harmony,IMG20260430104410,M1,M4,Left,M1,M4
T004014,N09,Student,Style Authenticity,IMG20260430103755,M4,Reinhard,Right,Reinhard,M4
T004015,N09,Student,Style Authenticity,IMG20260430104113,M1,Reinhard,Left,M1,Reinhard
T004016,N09,Student,Style Authenticity,IMG20260430104352,DDColor,Reinhard,Right,Reinhard,DDColor
T004017,N09,Student,Visual Harmony,IMG20260430103043,M4,Reinhard,Left,M4,Reinhard
T004018,N09,Student,Style Authenticity,IMG20260430103113,Reinhard,M0,Right,M0,Reinhard
T004019,N09,Student,Style Authenticity,IMG20260430102920,M4,Reinhard,Left,M4,Reinhard
T004020,N09,Student,Visual Harmony,IMG20260430103656,M1,DDColor,Left,M1,DDColor
T004021,N09,Student,Style Authenticity,IMG20260430103755,DDColor,M1,Left,DDColor,M1
T004022,N09,Student,Style Authenticity,IMG20260430103755,M1,Reinhard,Right,Reinhard,M1
T004023,N09,Student,Visual Harmony,IMG20260430103755,Reinhard,M1,Left,Reinhard,M1
T004024,N09,Student,Style Authenticity,IMG20260430102902,DDColor,M0,Right,M0,DDColor
T004025,N09,Student,Visual Harmony,IMG20260430104410,Reinhard,DDColor,Left,Reinhard,DDColor
T004026,N09,Student,Visual Harmony,IMG20260430104410,Reinhard,M0,Left,Reinhard,M0
T004027,N09,Student,Visual Harmony,IMG20260430102920,DDColor,M0,Left,DDColor,M0
T004028,N09,Student,Visual Harmony,IMG20260430104410,M1,M0,Left,M1,M0
T004029,N09,Student,Visual Harmony,IMG20260430104348,Reinhard,M1,Right,M1,Reinhard
T004030,N09,Student,Style Authenticity,IMG20260430103656,M4,M0,Left,M4,M0
T004031,N09,Student,Visual Harmony,IMG20260430103113,M0,DDColor,Left,M0,DDColor
T004032,N09,Student,Visual Harmony,IMG20260430103435,M0,Reinhard,Left,M0,Reinhard
T004033,N09,Student,Style Authenticity,IMG20260430102920,M4,M1,Left,M4,M1
T004034,N09,Student,Style Authenticity,IMG20260430104352,M4,M0,Left,M4,M0
T004035,N09,Student,Visual Harmony,IMG20260430103043,M4,M0,Left,M4,M0
T004036,N09,Student,Style Authenticity,IMG20260430103435,M1,Reinhard,Left,M1,Reinhard
T004037,N09,Student,Style Authenticity,IMG20260430103656,DDColor,M1,Right,M1,DDColor
T004038,N09,Student,Style Authenticity,IMG20260430104113,M1,M4,Right,M4,M1
T004039,N09,Student,Visual Harmony,IMG20260430102902,DDColor,M1,Left,DDColor,M1
T004040,N09,Student,Visual Harmony,IMG20260430102920,DDColor,M4,Left,DDColor,M4
T004041,N09,Student,Visual Harmony,IMG20260430104352,M4,Reinhard,Right,Reinhard,M4
T004042,N09,Student,Style Authenticity,IMG20260430104410,M0,DDColor,Left,M0,DDColor
T004043,N09,Student,Style Authenticity,IMG20260430103435,DDColor,M1,Right,M1,DDColor
T004044,N09,Student,Visual Harmony,IMG20260430103656,Reinhard,DDColor,Left,Reinhard,DDColor
T004045,N09,Student,Style Authenticity,IMG20260430102920,M0,Reinhard,Left,M0,Reinhard
T004046,N09,Student,Style Authenticity,IMG20260430104348,M4,M0,Left,M4,M0
T004047,N09,Student,Style Authenticity,IMG20260430102902,Reinhard,M1,Left,Reinhard,M1
T004048,N09,Student,Visual Harmony,IMG20260430102920,M0,M1,Right,M1,M0
T004049,N09,Student,Visual Harmony,IMG20260430103755,Reinhard,M4,Left,Reinhard,M4
T004050,N09,Student,Visual Harmony,IMG20260430103656,M0,DDColor,Left,M0,DDColor
T004051,N09,Student,Visual Harmony,IMG20260430103043,Reinhard,DDColor,Right,DDColor,Reinhard
T004052,N09,Student,Visual Harmony,IMG20260430104348,M4,Reinhard,Left,M4,Reinhard
T004053,N09,Student,Style Authenticity,IMG20260430110350,Reinhard,M4,Left,Reinhard,M4
T004054,N09,Student,Visual Harmony,IMG20260430103043,M4,M1,Left,M4,M1
T004055,N09,Student,Visual Harmony,IMG20260430103043,DDColor,M1,Left,DDColor,M1
T004056,N09,Student,Visual Harmony,IMG20260430104113,M0,M4,Right,M4,M0
T004057,N09,Student,Style Authenticity,IMG20260430110350,DDColor,M1,Left,DDColor,M1
T004058,N09,Student,Style Authenticity,IMG20260430104113,M4,DDColor,Left,M4,DDColor
T004059,N09,Student,Visual Harmony,IMG20260430110350,Reinhard,M1,Left,Reinhard,M1
T004060,N09,Student,Visual Harmony,IMG20260430110350,Reinhard,M0,Right,M0,Reinhard
T004061,N09,Student,Visual Harmony,IMG20260430104113,M4,M1,Left,M4,M1
T004062,N09,Student,Style Authenticity,IMG20260430103656,M1,Reinhard,Left,M1,Reinhard
T004063,N09,Student,Style Authenticity,IMG20260430104410,Reinhard,M1,Left,Reinhard,M1
T004064,N09,Student,Style Authenticity,IMG20260430103435,Reinhard,M0,Right,M0,Reinhard
T004065,N09,Student,Style Authenticity,IMG20260430104352,DDColor,M1,Left,DDColor,M1
T004066,N09,Student,Style Authenticity,IMG20260430104410,DDColor,Reinhard,Right,Reinhard,DDColor
T004067,N09,Student,Style Authenticity,IMG20260430103755,Reinhard,DDColor,Left,Reinhard,DDColor
T004068,N09,Student,Visual Harmony,IMG20260430104348,M1,M0,Left,M1,M0
T004069,N09,Student,Style Authenticity,IMG20260430103755,M1,M4,Right,M4,M1
T004070,N09,Student,Visual Harmony,IMG20260430104113,Reinhard,M0,Left,Reinhard,M0
T004071,N09,Student,Visual Harmony,IMG20260430110350,M1,M4,Right,M4,M1
T004072,N09,Student,Visual Harmony,IMG20260430104348,DDColor,M0,Left,DDColor,M0
T004073,N09,Student,Visual Harmony,IMG20260430102902,M0,M1,Left,M0,M1
T004074,N09,Student,Style Authenticity,IMG20260430103113,M4,M0,Right,M0,M4
T004075,N09,Student,Style Authenticity,IMG20260430103043,Reinhard,M4,Right,M4,Reinhard
T004076,N09,Student,Visual Harmony,IMG20260430110350,M0,M4,Right,M4,M0
T004077,N09,Student,Style Authenticity,IMG20260430104410,M0,Reinhard,Right,Reinhard,M0
T004078,N09,Student,Visual Harmony,IMG20260430103113,DDColor,M4,Left,DDColor,M4
T004079,N09,Student,Style Authenticity,IMG20260430103043,M1,M0,Left,M1,M0
T004080,N09,Student,Visual Harmony,IMG20260430102920,DDColor,M1,Right,M1,DDColor
T004081,N10,Student,Visual Harmony,IMG20260430103435,M1,M0,Right,M0,M1
T004082,N10,Student,Style Authenticity,IMG20260430103656,M0,M4,Left,M0,M4
T004083,N10,Student,Visual Harmony,IMG20260430110350,Reinhard,M0,Right,M0,Reinhard
T004084,N10,Student,Style Authenticity,IMG20260430103043,M0,Reinhard,Left,M0,Reinhard
T004085,N10,Student,Style Authenticity,IMG20260430104348,DDColor,M0,Right,M0,DDColor
T004086,N10,Student,Style Authenticity,IMG20260430104113,M1,M4,Right,M4,M1
T004087,N10,Student,Visual Harmony,IMG20260430104113,M0,Reinhard,Left,M0,Reinhard
T004088,N10,Student,Visual Harmony,IMG20260430104113,M1,M0,Left,M1,M0
T004089,N10,Student,Visual Harmony,IMG20260430103043,Reinhard,M0,Right,M0,Reinhard
T004090,N10,Student,Style Authenticity,IMG20260430103113,M4,Reinhard,Right,Reinhard,M4
T004091,N10,Student,Style Authenticity,IMG20260430104113,M1,M0,Right,M0,M1
T004092,N10,Student,Visual Harmony,IMG20260430102920,M0,Reinhard,Left,M0,Reinhard
T004093,N10,Student,Visual Harmony,IMG20260430103435,DDColor,M4,Right,M4,DDColor
T004094,N10,Student,Visual Harmony,IMG20260430104410,M0,M4,Right,M4,M0
T004095,N10,Student,Visual Harmony,IMG20260430102920,M0,M1,Right,M1,M0
T004096,N10,Student,Visual Harmony,IMG20260430110350,M0,M1,Left,M0,M1
T004097,N10,Student,Visual Harmony,IMG20260430103755,M0,Reinhard,Left,M0,Reinhard
T004098,N10,Student,Visual Harmony,IMG20260430103755,M1,M0,Right,M0,M1
T004099,N10,Student,Style Authenticity,IMG20260430103435,M1,Reinhard,Right,Reinhard,M1
T004100,N10,Student,Visual Harmony,IMG20260430110350,DDColor,M0,Left,DDColor,M0
T004101,N10,Student,Visual Harmony,IMG20260430103113,M4,DDColor,Left,M4,DDColor
T004102,N10,Student,Visual Harmony,IMG20260430102902,M4,M0,Left,M4,M0
T004103,N10,Student,Style Authenticity,IMG20260430104352,M4,M1,Right,M1,M4
T004104,N10,Student,Visual Harmony,IMG20260430103043,M4,DDColor,Left,M4,DDColor
T004105,N10,Student,Visual Harmony,IMG20260430102920,DDColor,M4,Right,M4,DDColor
T004106,N10,Student,Visual Harmony,IMG20260430102902,M1,DDColor,Left,M1,DDColor
T004107,N10,Student,Visual Harmony,IMG20260430110350,M1,DDColor,Left,M1,DDColor
T004108,N10,Student,Style Authenticity,IMG20260430103435,M1,M0,Right,M0,M1
T004109,N10,Student,Style Authenticity,IMG20260430103113,M0,M1,Left,M0,M1
T004110,N10,Student,Style Authenticity,IMG20260430102920,M4,DDColor,Right,DDColor,M4
T004111,N10,Student,Style Authenticity,IMG20260430103435,M4,M0,Left,M4,M0
T004112,N10,Student,Style Authenticity,IMG20260430104410,DDColor,M0,Right,M0,DDColor
T004113,N10,Student,Visual Harmony,IMG20260430102902,Reinhard,M4,Left,Reinhard,M4
T004114,N10,Student,Visual Harmony,IMG20260430102920,DDColor,Reinhard,Right,Reinhard,DDColor
T004115,N10,Student,Style Authenticity,IMG20260430103755,M1,M0,Right,M0,M1
T004116,N10,Student,Style Authenticity,IMG20260430104113,Reinhard,DDColor,Left,Reinhard,DDColor
T004117,N10,Student,Visual Harmony,IMG20260430103043,Reinhard,M1,Right,M1,Reinhard
T004118,N10,Student,Visual Harmony,IMG20260430104348,DDColor,M1,Left,DDColor,M1
T004119,N10,Student,Visual Harmony,IMG20260430102902,M0,M1,Right,M1,M0
T004120,N10,Student,Style Authenticity,IMG20260430103435,Reinhard,M4,Right,M4,Reinhard
T004121,N10,Student,Style Authenticity,IMG20260430103435,Reinhard,M0,Right,M0,Reinhard
T004122,N10,Student,Visual Harmony,IMG20260430102902,Reinhard,M1,Right,M1,Reinhard
T004123,N10,Student,Visual Harmony,IMG20260430103113,M0,M1,Right,M1,M0
T004124,N10,Student,Style Authenticity,IMG20260430102920,DDColor,Reinhard,Right,Reinhard,DDColor
